"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"East Feliciana Parish, LA"	"22037"	61	19305	316.0
	"Evangeline Parish, LA"	"22039"	97	33443	290.0
	"Franklin Parish, LA"	"22041"	124	20156	615.2
	"Grant Parish, LA"	"22043"	45	22482	200.2
	"Iberia Parish, LA"	"22045"	204	70941	287.6
	"Iberville Parish, LA"	"22047"	67	32721	204.8
	"Jackson Parish, LA"	"22049"	46	15902	289.3
	"Jefferson Parish, LA"	"22051"	975	434051	224.6
	"Jefferson Davis Parish, LA"	"22053"	94	31582	297.6
	"Lafayette Parish, LA"	"22055"	476	242782	196.1
	"Lafourche Parish, LA"	"22057"	221	98115	225.2
	"LaSalle Parish, LA"	"22059"	40	14917	268.2
	"Lincoln Parish, LA"	"22061"	66	47196	139.8
	"Livingston Parish, LA"	"22063"	302	139567	216.4
	"Madison Parish, LA"	"22065"	39	11161	349.4
	"Morehouse Parish, LA"	"22067"	99	25398	389.8
	"Natchitoches Parish, LA"	"22069"	101	38659	261.3
	"Orleans Parish, LA"	"22071"	764	391006	195.4
	"Ouachita Parish, LA"	"22073"	307	154475	198.7
	"Plaquemines Parish, LA"	"22075"	35	23410	149.5
	"Pointe Coupee Parish, LA"	"22077"	75	21940	341.8
	"Rapides Parish, LA"	"22079"	474	130562	363.0
	"Red River Parish, LA"	"22081"	24	8477	283.1
	"Richland Parish, LA"	"22083"	78	20192	386.3
	"Sabine Parish, LA"	"22085"	63	24032	262.2
	"St. Bernard Parish, LA"	"22087"	76	46721	162.7
	"St. Charles Parish, LA"	"22089"	107	52879	202.3
	"St. Helena Parish, LA"	"22091"	18	10262	Unreliable
	"St. James Parish, LA"	"22093"	50	21037	237.7
	"St. John the Baptist Parish, LA"	"22095"	100	43184	231.6
	"St. Landry Parish, LA"	"22097"	255	82764	308.1
	"St. Martin Parish, LA"	"22099"	165	53621	307.7
	"St. Mary Parish, LA"	"22101"	132	49774	265.2
	"St. Tammany Parish, LA"	"22103"	519	258111	201.1
	"Tangipahoa Parish, LA"	"22105"	331	133777	247.4
	"Tensas Parish, LA"	"22107"	18	4462	Unreliable
	"Terrebonne Parish, LA"	"22109"	248	111021	223.4
	"Union Parish, LA"	"22111"	46	22330	206.0
	"Vermilion Parish, LA"	"22113"	213	59830	356.0
	"Vernon Parish, LA"	"22115"	126	48860	257.9
	"Washington Parish, LA"	"22117"	148	46582	317.7
	"Webster Parish, LA"	"22119"	140	38798	360.8
	"West Baton Rouge Parish, LA"	"22121"	38	26427	143.8
	"West Carroll Parish, LA"	"22123"	45	10982	409.8
	"West Feliciana Parish, LA"	"22125"	38	15460	245.8
	"Winn Parish, LA"	"22127"	48	14134	339.6
	"Androscoggin County, ME"	"23001"	231	107679	214.5
	"Aroostook County, ME"	"23003"	168	67111	250.3
	"Cumberland County, ME"	"23005"	564	293557	192.1
	"Franklin County, ME"	"23007"	59	29897	197.3
	"Hancock County, ME"	"23009"	108	54811	197.0
	"Kennebec County, ME"	"23011"	273	122083	223.6
	"Knox County, ME"	"23013"	112	39771	281.6
	"Lincoln County, ME"	"23015"	99	34342	288.3
	"Oxford County, ME"	"23017"	122	57618	211.7
	"Penobscot County, ME"	"23019"	350	151096	231.6
	"Piscataquis County, ME"	"23021"	54	16800	321.4
	"Sagadahoc County, ME"	"23023"	86	35634	241.3
	"Somerset County, ME"	"23025"	138	50592	272.8
	"Waldo County, ME"	"23027"	88	39694	221.7
	"Washington County, ME"	"23029"	101	31490	320.7
	"York County, ME"	"23031"	412	206229	199.8
	"Allegany County, MD"	"24001"	213	70975	300.1
	"Anne Arundel County, MD"	"24003"	991	576031	172.0
	"Baltimore County, MD"	"24005"	2052	828431	247.7
	"Calvert County, MD"	"24009"	173	92003	188.0
	"Caroline County, MD"	"24011"	93	33304	279.2
	"Carroll County, MD"	"24013"	378	168429	224.4
	"Cecil County, MD"	"24015"	242	102826	235.3
	"Charles County, MD"	"24017"	254	161503	157.3
	"Dorchester County, MD"	"24019"	97	31998	303.1
	"Frederick County, MD"	"24021"	414	255648	161.9
	"Garrett County, MD"	"24023"	98	29163	336.0
	"Harford County, MD"	"24025"	528	253956	207.9
	"Howard County, MD"	"24027"	400	323196	123.8
	"Kent County, MD"	"24029"	77	19383	397.3
	"Montgomery County, MD"	"24031"	1396	1052567	132.6
	"Prince George's County, MD"	"24033"	1476	909308	162.3
	"Queen Anne's County, MD"	"24035"	98	50251	195.0
	"St. Mary's County, MD"	"24037"	179	112664	158.9
	"Somerset County, MD"	"24039"	89	25675	346.6
	"Talbot County, MD"	"24041"	122	36968	330.0
	"Washington County, MD"	"24043"	390	150926	258.4
	"Wicomico County, MD"	"24045"	304	103195	294.6
	"Worcester County, MD"	"24047"	189	51823	364.7
	"Baltimore city, MD"	"24510"	1430	602495	237.3
	"Barnstable County, MA"	"25001"	662	213413	310.2
	"Berkshire County, MA"	"25003"	348	126348	275.4
	"Bristol County, MA"	"25005"	1128	564022	200.0
	"Dukes County, MA"	"25007"	31	17352	178.7
	"Essex County, MA"	"25009"	1491	790638	188.6
	"Franklin County, MA"	"25011"	176	70963	248.0
	"Hampden County, MA"	"25013"	978	470406	207.9
	"Hampshire County, MA"	"25015"	295	161355	182.8
	"Middlesex County, MA"	"25017"	2387	1614714	147.8
	"Nantucket County, MA"	"25019"	16	11327	Unreliable
	"Norfolk County, MA"	"25021"	1206	705388	171.0
	"Plymouth County, MA"	"25023"	966	518132	186.4
	"Suffolk County, MA"	"25025"	852	807252	105.5
	"Worcester County, MA"	"25027"	1500	830839	180.5
	"Alcona County, MI"	"26001"	45	10362	434.3
	"Alger County, MI"	"26003"	25	9097	274.8
	"Allegan County, MI"	"26005"	219	117327	186.7
	"Alpena County, MI"	"26007"	129	28360	454.9
	"Antrim County, MI"	"26009"	60	23365	256.8
	"Arenac County, MI"	"26011"	52	15041	345.7
	"Baraga County, MI"	"26013"	16	8320	Unreliable
	"Barry County, MI"	"26015"	140	61157	228.9
	"Bay County, MI"	"26017"	379	103923	364.7
	"Benzie County, MI"	"26019"	41	17753	230.9
	"Berrien County, MI"	"26021"	529	154141	343.2
	"Branch County, MI"	"26023"	113	43622	259.0
	"Calhoun County, MI"	"26025"	369	134487	274.4
	"Cass County, MI"	"26027"	153	51653	296.2
	"Charlevoix County, MI"	"26029"	64	26244	243.9
	"Cheboygan County, MI"	"26031"	77	25413	303.0
	"Chippewa County, MI"	"26033"	82	37517	218.6
	"Clare County, MI"	"26035"	84	30757	273.1
	"Clinton County, MI"	"26037"	120	79332	151.3
	"Crawford County, MI"	"26039"	47	13901	338.1
	"Delta County, MI"	"26041"	107	35857	298.4
	"Dickinson County, MI"	"26043"	63	25383	248.2
	"Eaton County, MI"	"26045"	259	109826	235.8
	"Emmet County, MI"	"26047"	81	33308	243.2
	"Genesee County, MI"	"26049"	1155	406892	283.9
	"Gladwin County, MI"	"26051"	114	25337	449.9
	"Gogebic County, MI"	"26053"	68	15096	450.5
	"Grand Traverse County, MI"	"26055"	214	92573	231.2
	"Gratiot County, MI"	"26057"	130	40599	320.2
	"Hillsdale County, MI"	"26059"	125	45749	273.2
	"Houghton County, MI"	"26061"	74	36219	204.3
	"Huron County, MI"	"26063"	143	31166	458.8
	"Ingham County, MI"	"26065"	469	292735	160.2
	"Ionia County, MI"	"26067"	106	64210	165.1
	"Iosco County, MI"	"26069"	114	25081	454.5
	"Iron County, MI"	"26071"	53	11117	476.7
	"Isabella County, MI"	"26073"	129	70562	182.8
	"Jackson County, MI"	"26075"	491	158823	309.1
	"Kalamazoo County, MI"	"26077"	518	264870	195.6
	"Kalkaska County, MI"	"26079"	56	17824	314.2
	"Kent County, MI"	"26081"	1210	653786	185.1
	"Keweenaw County, MI"	"26083"	13	2113	Unreliable
	"Lake County, MI"	"26085"	45	11881	378.8
	"Lapeer County, MI"	"26087"	222	88028	252.2
	"Leelanau County, MI"	"26089"	71	21764	326.2
	"Lenawee County, MI"	"26091"	315	98266	320.6
	"Livingston County, MI"	"26093"	436	191224	228.0
	"Luce County, MI"	"26095"	11	6283	Unreliable
	"Mackinac County, MI"	"26097"	32	10787	296.7
	"Macomb County, MI"	"26099"	2267	874759	259.2
	"Manistee County, MI"	"26101"	58	24528	236.5
	"Marquette County, MI"	"26103"	154	66516	231.5
	"Mason County, MI"	"26105"	82	29100	281.8
	"Mecosta County, MI"	"26107"	102	43545	234.2
	"Menominee County, MI"	"26109"	70	22983	304.6
	"Midland County, MI"	"26111"	181	83209	217.5
	"Missaukee County, MI"	"26113"	37	15113	244.8
	"Monroe County, MI"	"26115"	427	150439	283.8
	"Montcalm County, MI"	"26117"	136	63968	212.6
	"Montmorency County, MI"	"26119"	49	9265	528.9
	"Muskegon County, MI"	"26121"	380	173588	218.9
	"Newaygo County, MI"	"26123"	106	48892	216.8
	"Oakland County, MI"	"26125"	2950	1259201	234.3
	"Oceana County, MI"	"26127"	73	26625	274.2
	"Ogemaw County, MI"	"26129"	104	20952	496.4
	"Ontonagon County, MI"	"26131"	24	5795	414.2
	"Osceola County, MI"	"26133"	53	23341	227.1
	"Oscoda County, MI"	"26135"	27	8276	326.2
	"Otsego County, MI"	"26137"	64	24665	259.5
	"Ottawa County, MI"	"26139"	473	290494	162.8
	"Presque Isle County, MI"	"26141"	51	12738	400.4
	"Roscommon County, MI"	"26143"	85	23884	355.9
	"Saginaw County, MI"	"26145"	516	190800	270.4
	"St. Clair County, MI"	"26147"	498	159337	312.5
	"St. Joseph County, MI"	"26149"	168	61043	275.2
	"Sanilac County, MI"	"26151"	152	41182	369.1
	"Schoolcraft County, MI"	"26153"	19	8068	Unreliable
	"Shiawassee County, MI"	"26155"	173	68192	253.7
	"Tuscola County, MI"	"26157"	158	52516	300.9
	"Van Buren County, MI"	"26159"	181	75448	239.9
	"Washtenaw County, MI"	"26161"	641	370963	172.8
	"Wayne County, MI"	"26163"	5267	1753893	300.3
	"Wexford County, MI"	"26165"	60	33466	179.3
	"Aitkin County, MN"	"27001"	44	15902	276.7
	"Anoka County, MN"	"27003"	341	353813	96.4
	"Becker County, MN"	"27005"	66	34371	192.0
	"Beltrami County, MN"	"27007"	73	46847	155.8
	"Benton County, MN"	"27009"	65	40545	160.3
	"Big Stone County, MN"	"27011"	26	4989	521.1
	"Blue Earth County, MN"	"27013"	112	67427	166.1
	"Brown County, MN"	"27015"	53	25111	211.1
	"Carlton County, MN"	"27017"	67	35837	187.0
	"Carver County, MN"	"27019"	97	103551	93.7
	"Cass County, MN"	"27021"	59	29519	199.9
	"Chippewa County, MN"	"27023"	37	11924	310.3
	"Chisago County, MN"	"27025"	88	55922	157.4
	"Clay County, MN"	"27027"	93	63955	145.4
	"Clearwater County, MN"	"27029"	16	8810	Unreliable
	"Cottonwood County, MN"	"27033"	40	11277	354.7
	"Crow Wing County, MN"	"27035"	114	64889	175.7
	"Dakota County, MN"	"27037"	478	425423	112.4
	"Dodge County, MN"	"27039"	38	20822	182.5
	"Douglas County, MN"	"27041"	93	37964	245.0
	"Faribault County, MN"	"27043"	57	13758	414.3
	"Fillmore County, MN"	"27045"	68	21058	322.9
	"Freeborn County, MN"	"27047"	82	30444	269.3
	"Goodhue County, MN"	"27049"	101	46403	217.7
	"Grant County, MN"	"27051"	15	6021	Unreliable
	"Hennepin County, MN"	"27053"	1474	1259428	117.0
	"Houston County, MN"	"27055"	53	18578	285.3
	"Hubbard County, MN"	"27057"	40	21332	187.5
	"Isanti County, MN"	"27059"	62	39966	155.1
	"Itasca County, MN"	"27061"	112	45108	248.3
	"Jackson County, MN"	"27063"	34	9911	343.1
	"Kanabec County, MN"	"27065"	30	16207	185.1
	"Kandiyohi County, MN"	"27067"	86	42855	200.7
	"Kittson County, MN"	"27069"	12	4248	Unreliable
	"Koochiching County, MN"	"27071"	28	12440	225.1
	"Lac qui Parle County, MN"	"27073"	20	6658	300.4
	"Lake County, MN"	"27075"	23	10658	215.8
	"Lake of the Woods County, MN"	"27077"	11	3758	Unreliable
	"Le Sueur County, MN"	"27079"	49	28494	172.0
	"Lincoln County, MN"	"27081"	25	5673	440.7
	"Lyon County, MN"	"27083"	35	25629	136.6
	"McLeod County, MN"	"27085"	71	35873	197.9
	"Mahnomen County, MN"	"27087"	14	5519	Unreliable
	"Marshall County, MN"	"27089"	20	9390	213.0
	"Martin County, MN"	"27091"	58	19785	293.2
	"Meeker County, MN"	"27093"	60	23141	259.3
	"Mille Lacs County, MN"	"27095"	45	26139	172.2
	"Morrison County, MN"	"27097"	55	33169	165.8
	"Mower County, MN"	"27099"	87	40011	217.4
	"Murray County, MN"	"27101"	24	8276	290.0
	"Nicollet County, MN"	"27103"	47	34220	137.3
	"Nobles County, MN"	"27105"	47	21924	214.4
	"Norman County, MN"	"27107"	18	6475	Unreliable
	"Olmsted County, MN"	"27109"	254	156277	162.5
	"Otter Tail County, MN"	"27111"	173	58812	294.2
	"Pennington County, MN"	"27113"	38	14178	268.0
	"Pine County, MN"	"27115"	51	29483	173.0
	"Pipestone County, MN"	"27117"	22	9047	243.2
	"Polk County, MN"	"27119"	83	31529	263.2
	"Pope County, MN"	"27121"	30	11097	270.3
	"Ramsey County, MN"	"27123"	772	550210	140.3
	"Red Lake County, MN"	"27125"	11	3999	Unreliable
	"Redwood County, MN"	"27127"	35	15249	229.5
	"Renville County, MN"	"27129"	29	14612	198.5
	"Rice County, MN"	"27131"	88	66523	132.3
	"Rock County, MN"	"27133"	20	9414	212.4
	"Roseau County, MN"	"27135"	25	15150	165.0
	"St. Louis County, MN"	"27137"	415	199754	207.8
	"Scott County, MN"	"27139"	116	147381	78.7
	"Sherburne County, MN"	"27141"	89	96036	92.7
	"Sibley County, MN"	"27143"	27	15028	179.7
	"Stearns County, MN"	"27145"	204	159256	128.1
	"Steele County, MN"	"27147"	81	36803	220.1
	"Stevens County, MN"	"27149"	19	9753	Unreliable
	"Swift County, MN"	"27151"	22	9345	235.4
	"Todd County, MN"	"27153"	53	24582	215.6
	"Traverse County, MN"	"27155"	17	3308	Unreliable
	"Wabasha County, MN"	"27157"	54	21645	249.5
	"Wadena County, MN"	"27159"	40	13773	290.4
	"Waseca County, MN"	"27161"	44	18691	235.4
	"Washington County, MN"	"27163"	307	259201	118.4
	"Watonwan County, MN"	"27165"	27	10980	245.9
	"Wilkin County, MN"	"27167"	24	6254	383.8
	"Winona County, MN"	"27169"	106	50825	208.6
	"Wright County, MN"	"27171"	140	136349	102.7
	"Yellow Medicine County, MN"	"27173"	21	9795	214.4
	"Adams County, MS"	"28001"	69	31192	221.2
	"Alcorn County, MS"	"28003"	131	36925	354.8
	"Amite County, MS"	"28005"	57	12326	462.4
	"Attala County, MS"	"28007"	51	18365	277.7
	"Benton County, MS"	"28009"	17	8271	Unreliable
	"Bolivar County, MS"	"28011"	78	31333	248.9
	"Calhoun County, MS"	"28013"	40	14436	277.1
	"Carroll County, MS"	"28015"	29	9911	292.6
	"Chickasaw County, MS"	"28017"	68	17171	396.0
	"Choctaw County, MS"	"28019"	29	8278	350.3
	"Claiborne County, MS"	"28021"	41	9002	455.5
	"Clarke County, MS"	"28023"	72	15604	461.4
	"Clay County, MS"	"28025"	43	19386	221.8
	"Coahoma County, MS"	"28027"	60	22628	265.2
	"Copiah County, MS"	"28029"	72	28543	252.3
	"Covington County, MS"	"28031"	74	18853	392.5
	"DeSoto County, MS"	"28033"	349	182001	191.8
	"Forrest County, MS"	"28035"	159	75036	211.9
	"Franklin County, MS"	"28037"	29	7788	372.4
	"George County, MS"	"28039"	65	24250	268.0
	"Greene County, MS"	"28041"	44	13586	323.9
	"Grenada County, MS"	"28043"	72	21055	342.0
	"Hancock County, MS"	"28045"	128	47334	270.4
	"Harrison County, MS"	"28047"	591	206650	286.0
	"Hinds County, MS"	"28049"	535	237085	225.7
	"Holmes County, MS"	"28051"	56	17622	317.8
	"Humphreys County, MS"	"28053"	27	8257	327.0
	"Itawamba County, MS"	"28057"	70	23517	297.7
	"Jackson County, MS"	"28059"	305	143277	212.9
	"Jasper County, MS"	"28061"	50	16428	304.4
	"Jefferson County, MS"	"28063"	24	7106	337.7
	"Jefferson Davis County, MS"	"28065"	35	11234	311.6
	"Jones County, MS"	"28067"	189	68461	276.1
	"Kemper County, MS"	"28069"	25	10027	249.3
	"Lafayette County, MS"	"28071"	96	54793	175.2
	"Lamar County, MS"	"28073"	117	62447	187.4
	"Lauderdale County, MS"	"28075"	256	75317	339.9
	"Lawrence County, MS"	"28077"	46	12455	369.3
	"Leake County, MS"	"28079"	58	22763	254.8
	"Lee County, MS"	"28081"	165	85202	193.7
	"Leflore County, MS"	"28083"	98	28919	338.9
	"Lincoln County, MS"	"28085"	87	34205	254.3
	"Lowndes County, MS"	"28087"	144	58930	244.4
	"Madison County, MS"	"28089"	200	105630	189.3
	"Marion County, MS"	"28091"	65	24715	263.0
	"Marshall County, MS"	"28093"	84	35451	236.9
	"Monroe County, MS"	"28095"	80	35564	224.9
	"Montgomery County, MS"	"28097"	41	10023	409.1
	"Neshoba County, MS"	"28099"	128	29125	439.5
	"Newton County, MS"	"28101"	49	21443	228.5
	"Noxubee County, MS"	"28103"	46	10535	436.6
	"Oktibbeha County, MS"	"28105"	74	49599	149.2
	"Panola County, MS"	"28107"	116	34178	339.4
	"Pearl River County, MS"	"28109"	173	55387	312.3
	"Perry County, MS"	"28111"	37	11931	310.1
	"Pike County, MS"	"28113"	129	39563	326.1
	"Pontotoc County, MS"	"28115"	74	31833	232.5
	"Prentiss County, MS"	"28117"	92	25315	363.4
	"Quitman County, MS"	"28119"	27	7051	382.9
	"Rankin County, MS"	"28121"	249	153902	161.8
	"Scott County, MS"	"28123"	72	28287	254.5
	"Sharkey County, MS"	"28125"	16	4377	Unreliable
	"Simpson County, MS"	"28127"	100	26758	373.7
	"Smith County, MS"	"28129"	42	16002	262.5
	"Stone County, MS"	"28131"	45	18717	240.4
	"Sunflower County, MS"	"28133"	73	25735	283.7
	"Tallahatchie County, MS"	"28135"	29	13987	207.3
	"Tate County, MS"	"28137"	90	28759	312.9
	"Tippah County, MS"	"28139"	57	21995	259.1
	"Tishomingo County, MS"	"28141"	90	19454	462.6
	"Tunica County, MS"	"28143"	41	9944	412.3
	"Union County, MS"	"28145"	83	28606	290.1
	"Walthall County, MS"	"28147"	65	14465	449.4
	"Warren County, MS"	"28149"	118	46176	255.5
	"Washington County, MS"	"28151"	119	45063	264.1
	"Wayne County, MS"	"28153"	69	20298	339.9
	"Webster County, MS"	"28155"	54	9788	551.7
	"Wilkinson County, MS"	"28157"	22	8792	250.2
	"Winston County, MS"	"28159"	65	18165	357.8
	"Yalobusha County, MS"	"28161"	45	12392	363.1
	"Yazoo County, MS"	"28163"	44	28248	155.8
	"Adair County, MO"	"29001"	52	25339	205.2
	"Andrew County, MO"	"29003"	36	17607	204.5
	"Atchison County, MO"	"29005"	14	5171	Unreliable
	"Audrain County, MO"	"29007"	56	25473	219.8
	"Barry County, MO"	"29009"	123	35886	342.8
	"Barton County, MO"	"29011"	35	11798	296.7
	"Bates County, MO"	"29013"	39	16320	239.0
	"Benton County, MO"	"29015"	63	19278	326.8
	"Bollinger County, MO"	"29017"	50	12169	410.9
	"Boone County, MO"	"29019"	244	180005	135.6
	"Buchanan County, MO"	"29021"	224	88571	252.9
	"Butler County, MO"	"29023"	119	42639	279.1
	"Caldwell County, MO"	"29025"	27	9108	296.4
	"Callaway County, MO"	"29027"	78	44889	173.8
	"Camden County, MO"	"29029"	109	45815	237.9
	"Cape Girardeau County, MO"	"29031"	177	78753	224.8
	"Carroll County, MO"	"29033"	29	8743	331.7
	"Carter County, MO"	"29035"	25	6054	413.0
	"Cass County, MO"	"29037"	219	104954	208.7
	"Cedar County, MO"	"29039"	54	14165	381.2
	"Chariton County, MO"	"29041"	22	7451	295.3
	"Christian County, MO"	"29043"	140	86983	161.0
	"Clark County, MO"	"29045"	21	6842	306.9
	"Clay County, MO"	"29047"	388	246365	157.5
	"Clinton County, MO"	"29049"	59	20470	288.2
	"Cole County, MO"	"29051"	167	76796	217.5
	"Cooper County, MO"	"29053"	77	17603	437.4
	"Crawford County, MO"	"29055"	117	23957	488.4
	"Dade County, MO"	"29057"	36	7569	475.6
	"Dallas County, MO"	"29059"	47	16762	280.4
	"Daviess County, MO"	"29061"	22	8313	264.6
	"DeKalb County, MO"	"29063"	42	12630	332.5
	"Dent County, MO"	"29065"	38	15441	246.1
	"Douglas County, MO"	"29067"	47	13373	351.5
	"Dunklin County, MO"	"29069"	122	29423	414.6
	"Franklin County, MO"	"29071"	273	103670	263.3
	"Gasconade County, MO"	"29073"	41	14705	278.8
	"Gentry County, MO"	"29075"	18	6628	Unreliable
	"Greene County, MO"	"29077"	710	291923	243.2
	"Grundy County, MO"	"29079"	31	9914	312.7
	"Harrison County, MO"	"29081"	39	8414	463.5
	"Henry County, MO"	"29083"	80	21792	367.1
	"Hickory County, MO"	"29085"	24	9509	252.4
	"Holt County, MO"	"29087"	11	4404	Unreliable
	"Howard County, MO"	"29089"	33	10137	325.5
	"Howell County, MO"	"29091"	108	40076	269.5
	"Iron County, MO"	"29093"	43	10177	422.5
	"Jackson County, MO"	"29095"	1426	700307	203.6
	"Jasper County, MO"	"29097"	313	120636	259.5
	"Jefferson County, MO"	"29099"	497	224347	221.5
	"Johnson County, MO"	"29101"	119	53652	221.8
	"Knox County, MO"	"29103"	11	3947	Unreliable
	"Laclede County, MO"	"29105"	97	35713	271.6
	"Lafayette County, MO"	"29107"	95	32598	291.4
	"Lawrence County, MO"	"29109"	118	38359	307.6
	"Lewis County, MO"	"29111"	38	9855	385.6
	"Lincoln County, MO"	"29113"	93	57686	161.2
	"Linn County, MO"	"29115"	56	12037	465.2
	"Livingston County, MO"	"29117"	36	15146	237.7
	"McDonald County, MO"	"29119"	43	23078	186.3
	"Macon County, MO"	"29121"	51	15153	336.6
	"Madison County, MO"	"29123"	44	12188	361.0
	"Maries County, MO"	"29125"	22	8769	250.9
	"Marion County, MO"	"29127"	80	28592	279.8
	"Mercer County, MO"	"29129"	18	3641	Unreliable
	"Miller County, MO"	"29131"	74	25336	292.1
	"Mississippi County, MO"	"29133"	54	13336	404.9
	"Moniteau County, MO"	"29135"	34	16121	210.9
	"Monroe County, MO"	"29137"	20	8664	230.8
	"Montgomery County, MO"	"29139"	42	11534	364.1
	"Morgan County, MO"	"29141"	73	20358	358.6
	"New Madrid County, MO"	"29143"	57	17296	329.6
	"Newton County, MO"	"29145"	189	58266	324.4
	"Nodaway County, MO"	"29147"	57	22304	255.6
	"Oregon County, MO"	"29149"	42	10541	398.4
	"Osage County, MO"	"29151"	36	13714	262.5
	"Ozark County, MO"	"29153"	34	9017	377.1
	"Pemiscot County, MO"	"29155"	77	16272	473.2
	"Perry County, MO"	"29157"	48	19150	250.7
	"Pettis County, MO"	"29159"	110	42542	258.6
	"Phelps County, MO"	"29161"	81	44732	181.1
	"Pike County, MO"	"29163"	47	18504	254.0
	"Platte County, MO"	"29165"	143	102985	138.9
	"Polk County, MO"	"29167"	83	32201	257.8
	"Pulaski County, MO"	"29169"	70	52014	134.6
	"Putnam County, MO"	"29171"	11	4757	Unreliable
	"Ralls County, MO"	"29173"	15	10212	Unreliable
	"Randolph County, MO"	"29175"	77	24763	310.9
	"Ray County, MO"	"29177"	76	22883	332.1
	"Reynolds County, MO"	"29179"	26	6254	415.7
	"Ripley County, MO"	"29181"	61	13401	455.2
	"St. Charles County, MO"	"29183"	663	399182	166.1
	"St. Clair County, MO"	"29185"	32	9395	340.6
	"Ste. Genevieve County, MO"	"29186"	58	17888	324.2
	"St. Francois County, MO"	"29187"	180	66692	269.9
	"St. Louis County, MO"	"29189"	2598	996945	260.6
	"Saline County, MO"	"29195"	54	22895	235.9
	"Schuyler County, MO"	"29197"	17	4599	Unreliable
	"Scott County, MO"	"29201"	118	38458	306.8
	"Shannon County, MO"	"29203"	22	8189	268.7
	"Shelby County, MO"	"29205"	20	6050	330.6
	"Stoddard County, MO"	"29207"	110	29206	376.6
	"Stone County, MO"	"29209"	140	31749	441.0
	"Sullivan County, MO"	"29211"	20	6221	321.5
	"Taney County, MO"	"29213"	241	55852	431.5
	"Texas County, MO"	"29215"	84	25571	328.5
	"Vernon County, MO"	"29217"	70	20528	341.0
	"Warren County, MO"	"29219"	78	34711	224.7
	"Washington County, MO"	"29221"	86	24943	344.8
	"Wayne County, MO"	"29223"	43	13122	327.7
	"Webster County, MO"	"29225"	100	39109	255.7
	"Wright County, MO"	"29229"	84	18378	457.1
	"St. Louis city, MO"	"29510"	738	302838	243.7
	"Beaverhead County, MT"	"30001"	25	9404	265.8
	"Big Horn County, MT"	"30003"	26	13338	194.9
	"Blaine County, MT"	"30005"	18	6807	Unreliable
	"Broadwater County, MT"	"30007"	14	6085	Unreliable
	"Carbon County, MT"	"30009"	16	10714	Unreliable
	"Cascade County, MT"	"30013"	187	81643	229.0
	"Chouteau County, MT"	"30015"	14	5745	Unreliable
	"Custer County, MT"	"30017"	27	11586	233.0
	"Dawson County, MT"	"30021"	14	8680	Unreliable
	"Deer Lodge County, MT"	"30023"	34	9131	372.4
	"Fergus County, MT"	"30027"	29	11113	261.0
	"Flathead County, MT"	"30029"	214	102106	209.6
	"Gallatin County, MT"	"30031"	143	111876	127.8
	"Glacier County, MT"	"30035"	29	13747	211.0
	"Hill County, MT"	"30041"	50	16347	305.9
	"Jefferson County, MT"	"30043"	22	12097	181.9
	"Lake County, MT"	"30047"	66	30250	218.2
	"Lewis and Clark County, MT"	"30049"	131	68700	190.7
	"Lincoln County, MT"	"30053"	56	19794	282.9
	"Madison County, MT"	"30057"	13	8768	Unreliable
	"Mineral County, MT"	"30061"	20	4316	463.4
	"Missoula County, MT"	"30063"	220	118791	185.2
	"Musselshell County, MT"	"30065"	18	4651	Unreliable
	"Park County, MT"	"30067"	24	16736	143.4
	"Phillips County, MT"	"30071"	13	4074	Unreliable
	"Pondera County, MT"	"30073"	15	5972	Unreliable
	"Powder River County, MT"	"30075"	10	1716	Unreliable
	"Powell County, MT"	"30077"	20	6968	287.0
	"Ravalli County, MT"	"30081"	108	43172	250.2
	"Richland County, MT"	"30083"	20	10913	183.3
	"Roosevelt County, MT"	"30085"	29	11059	262.2
	"Rosebud County, MT"	"30087"	24	9063	264.8
	"Sanders County, MT"	"30089"	38	11844	320.8
	"Silver Bow County, MT"	"30093"	115	34993	328.6
	"Stillwater County, MT"	"30095"	20	9534	209.8
	"Teton County, MT"	"30099"	19	6162	Unreliable
	"Toole County, MT"	"30101"	21	4853	432.7
	"Valley County, MT"	"30105"	32	7437	430.3
	"Wheatland County, MT"	"30107"	13	2236	Unreliable
	"Yellowstone County, MT"	"30111"	373	160137	232.9
	"Adams County, NE"	"31001"	78	31511	247.5
	"Antelope County, NE"	"31003"	18	6336	Unreliable
	"Boone County, NE"	"31011"	15	5239	Unreliable
	"Box Butte County, NE"	"31013"	29	10772	269.2
	"Boyd County, NE"	"31015"	12	1955	Unreliable
	"Brown County, NE"	"31017"	11	2973	Unreliable
	"Buffalo County, NE"	"31019"	79	49615	159.2
	"Burt County, NE"	"31021"	20	6488	308.3
	"Butler County, NE"	"31023"	24	8058	297.8
	"Cass County, NE"	"31025"	62	26159	237.0
	"Cedar County, NE"	"31027"	25	8446	296.0
	"Chase County, NE"	"31029"	15	3977	Unreliable
	"Cherry County, NE"	"31031"	13	5761	Unreliable
	"Cheyenne County, NE"	"31033"	19	9310	Unreliable
	"Clay County, NE"	"31035"	26	6214	418.4
	"Colfax County, NE"	"31037"	10	10881	Unreliable
	"Cuming County, NE"	"31039"	27	8940	302.0
	"Custer County, NE"	"31041"	38	10840	350.6
	"Dakota County, NE"	"31043"	27	20083	134.4
	"Dawes County, NE"	"31045"	22	8716	252.4
